Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.008146078846656777,8.170240023680857e-06,1.0000000000011864,0.0010029659886037067,663552
0.01,0.016616778498409073,1.6666063674065674e-05,1.0000000000011864,0.0010029659886037067,663552
0.02,0.016616778498409073,1.6666063674065674e-05,1.0000000000011864,0.0010029659886037067,663552
0.03,0.016616778498409073,1.6666063674065674e-05,1.0000000000011864,0.0010029659886037067,663552
0.04,0.016616778498409073,1.6666063674065674e-05,1.0000000000011864,0.0010029659886037067,663552
0.05,0.030770377199105473,3.0861641787209777e-05,1.0000000000011864,0.0010029659886037067,663552
0.06,0.06107990226934411,6.12610645633905e-05,1.0000000000011864,0.0010029659886037067,663552
0.07,0.10018667022708666,0.00010048382274922352,1.0000000000011864,0.0010029659886037067,663552
0.08,0.10960234332318027,0.00010992742262441636,1.0000000000011864,0.0010029659886037067,663552
0.09,0.10960234332318027,0.00010992742262441636,1.0000000000011864,0.0010029659886037067,663552
0.1,0.11754657203796401,0.0001178952138310334,1.0000000000011864,0.0010029659886037067,663552
0.11,0.13873141690586174,0.0001391428927073806,1.0000000000011864,0.0010029659886037067,663552
0.12,0.1511542263766901,0.00015160254808952546,1.0000000000011864,0.0010029659886037067,663552
0.13,0.18464485614026552,0.00018519251067931062,1.0000000000011864,0.0010029659886037067,663552
0.14,0.18464485614026552,0.00018519251067931062,1.0000000000011864,0.0010029659886037067,663552
0.15,0.22045916068877214,0.00022111304004695777,1.0000000000011864,0.0010029659886037067,663552
