Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.011077720802658602,0.00073074866038024,1.0000000000000075,0.06596561453371019,22272
0.01,0.651956367831746,0.04300670245318673,1.0000000000000075,0.06596561453371019,22272
0.02,0.9108481807879836,0.0600846599925913,1.0000000000000075,0.06596561453371019,22272
0.03,0.9873808931087515,0.06513318739276241,1.0000000000000075,0.06596561453371019,22272
0.04,0.9873808931087515,0.06513318739276241,1.0000000000000075,0.06596561453371019,22272
0.05,0.9925159925828784,0.06547192738526492,1.0000000000000075,0.06596561453371019,22272
0.06,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.07,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.08,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.09,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.1,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.11,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.12,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.13,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.14,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
0.15,1.0,0.06596561453371019,1.0000000000000075,0.06596561453371019,22272
