Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.03147293120197641,0.0016308599390201521,0.9999999999999967,0.05181785987946807,10240
0.01,0.0656614920803586,0.003402437996096824,0.9999999999999967,0.05181785987946807,10240
0.02,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.03,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.04,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.05,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.06,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.07,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.08,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.09,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.1,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.11,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.12,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.13,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.14,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
0.15,0.08559250387826751,0.0044352203726968934,0.9999999999999967,0.05181785987946807,10240
