Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.03577464846669592,0.0024071448137001623,1.0000000000000009,0.06728633031687431,5120
0.01,0.03577464846669592,0.0024071448137001623,1.0000000000000009,0.06728633031687431,5120
0.02,0.06010456001493994,0.004044215278715645,1.0000000000000009,0.06728633031687431,5120
0.03,0.06010456001493994,0.004044215278715645,1.0000000000000009,0.06728633031687431,5120
0.04,0.06010456001493994,0.004044215278715645,1.0000000000000009,0.06728633031687431,5120
0.05,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.06,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.07,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.08,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.09,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.1,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.11,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.12,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.13,0.11681697115923376,0.007860185308036982,1.0000000000000009,0.06728633031687431,5120
0.14,0.13198833362711418,0.008881010614407815,1.0000000000000009,0.06728633031687431,5120
0.15,0.13198833362711418,0.008881010614407815,1.0000000000000009,0.06728633031687431,5120
