Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.024967695078900964,0.0010785987349515923,0.9999999999999989,0.043199772007111135,22272
0.01,0.15331033699804553,0.006622971604648941,0.9999999999999989,0.043199772007111135,22272
0.02,0.15331033699804553,0.006622971604648941,0.9999999999999989,0.043199772007111135,22272
0.03,0.1623046550318936,0.007011524093070627,0.9999999999999989,0.043199772007111135,22272
0.04,0.1623046550318936,0.007011524093070627,0.9999999999999989,0.043199772007111135,22272
0.05,0.1623046550318936,0.007011524093070627,0.9999999999999989,0.043199772007111135,22272
0.06,0.1623046550318936,0.007011524093070627,0.9999999999999989,0.043199772007111135,22272
0.07,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.08,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.09,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.1,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.11,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.12,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.13,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.14,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
0.15,0.16585165358541282,0.00716475362189221,0.9999999999999989,0.043199772007111135,22272
