Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.00041751886719918266,8.055016301621031e-07,1.000000000013371,0.0019292580370453734,4440000
0.01,0.001127315550642879,2.174882586364005e-06,1.000000000013371,0.0019292580370453734,4440000
0.02,0.001945814850941588,3.753978939781304e-06,1.000000000013371,0.0019292580370453734,4440000
0.03,0.0023385260669912867,4.511620209583047e-06,1.000000000013371,0.0019292580370453734,4440000
0.04,0.0026704614290593816,5.152009174632485e-06,1.000000000013371,0.0019292580370453734,4440000
0.05,0.002967550426132886,5.725170509954293e-06,1.000000000013371,0.0019292580370453734,4440000
0.06,0.0036926133564378037,7.1240039956087246e-06,1.000000000013371,0.0019292580370453734,4440000
0.07,0.004133704861850457,7.974983327498529e-06,1.000000000013371,0.0019292580370453734,4440000
0.08,0.004133704861850457,7.974983327498529e-06,1.000000000013371,0.0019292580370453734,4440000
0.09,0.006079890396646118,1.1729677412084506e-05,1.000000000013371,0.0019292580370453734,4440000
0.1,0.009664058644984494,1.8644462811314158e-05,1.000000000013371,0.0019292580370453734,4440000
0.11,0.011071774409200315,2.1360309763303e-05,1.000000000013371,0.0019292580370453734,4440000
0.12,0.012557336467069831,2.4226342302977428e-05,1.000000000013371,0.0019292580370453734,4440000
0.13,0.014678426459448342,2.8318472218070177e-05,1.000000000013371,0.0019292580370453734,4440000
0.14,0.01806751530094109,3.4856899103780854e-05,1.000000000013371,0.0019292580370453734,4440000
0.15,0.01967937911652771,3.7966600324623964e-05,1.000000000013371,0.0019292580370453734,4440000
