Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.0078003216355188735,0.0004035132972030625,0.9999999999999973,0.05173034088308091,22272
0.01,0.4503048979319023,0.023294425871338263,0.9999999999999973,0.05173034088308091,22272
0.02,0.6750607452820543,0.03492112247022732,0.9999999999999973,0.05173034088308091,22272
0.03,0.8055347120901039,0.04167058524957551,0.9999999999999973,0.05173034088308091,22272
0.04,0.871607437092121,0.045088549837003916,0.9999999999999973,0.05173034088308091,22272
0.05,0.9232773608882676,0.0477614526083814,0.9999999999999973,0.05173034088308091,22272
0.06,0.9548062003802436,0.049392450222949254,0.9999999999999973,0.05173034088308091,22272
0.07,0.968195644703126,0.050085090742006996,0.9999999999999973,0.05173034088308091,22272
0.08,0.9761050154427454,0.050494245186538174,0.9999999999999973,0.05173034088308091,22272
0.09,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
0.1,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
0.11,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
0.12,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
0.13,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
0.14,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
0.15,1.0,0.05173034088308091,0.9999999999999973,0.05173034088308091,22272
