Percentage,proportion_centr,sum_accept_centr,tot_centr,minima_centr,nr_of_nodes
0.0,0.0003033442310706862,6.081352446580487e-07,0.9999999999812402,0.0020047694413424964,4440000
0.01,0.0003033442310706862,6.081352446580487e-07,0.9999999999812402,0.0020047694413424964,4440000
0.02,0.0007825547308756073,1.568841810637419e-06,0.9999999999812402,0.0020047694413424964,4440000
0.03,0.0011853708334023084,2.3763952234636353e-06,0.9999999999812402,0.0020047694413424964,4440000
0.04,0.002511138054005486,5.034252833662462e-06,0.9999999999812402,0.0020047694413424964,4440000
0.05,0.003596354923118938,7.20986245009049e-06,0.9999999999812402,0.0020047694413424964,4440000
0.06,0.004790479281209376,9.603806472352925e-06,0.9999999999812402,0.0020047694413424964,4440000
0.07,0.005672505883540999,1.1372066451158512e-05,0.9999999999812402,0.0020047694413424964,4440000
0.08,0.006097603685273847,1.2224289533654398e-05,0.9999999999812402,0.0020047694413424964,4440000
0.09,0.006097603685273847,1.2224289533654398e-05,0.9999999999812402,0.0020047694413424964,4440000
0.1,0.006097603685273847,1.2224289533654398e-05,0.9999999999812402,0.0020047694413424964,4440000
0.11,0.006755221745600701,1.35426621250726e-05,0.9999999999812402,0.0020047694413424964,4440000
0.12,0.0073612281149092315,1.4757565175521258e-05,0.9999999999812402,0.0020047694413424964,4440000
0.13,0.0073612281149092315,1.4757565175521258e-05,0.9999999999812402,0.0020047694413424964,4440000
0.14,0.007807925523015386,1.5653090488819373e-05,0.9999999999812402,0.0020047694413424964,4440000
0.15,0.008142304977980347,1.632344420194589e-05,0.9999999999812402,0.0020047694413424964,4440000
